concept	property	prop_count	pos_tag	is_only_adj
pvc	suitable	205	[('suitable', 'JJ')]	True
stock price	financial	212	[('financial', 'JJ')]	True
material	traditional	682	[('traditional', 'JJ')]	True
quality	common	802	[('common', 'JJ')]	True
1 1 1 trichloroethane	organic	355	[('organic', 'JJ')]	True
bowel perforation	serious	276	[('serious', 'JJ')]	True
ketone	volatile	92	[('volatile', 'JJ')]	True
centrifugation	modern	309	[('modern', 'JJ')]	True
swap	complex	256	[('complex', 'JJ')]	True
atrial fibrillation	medical	456	[('medical', 'JJ')]	True
family gathering	dynamic	54	[('dynamic', 'JJ')]	True
knitting	traditional	682	[('traditional', 'JJ')]	True
mkv	common	802	[('common', 'JJ')]	True
money supply	nominal	6	[('nominal', 'JJ')]	True
nail	hard	160	[('hard', 'JJ')]	True
adidas	international	277	[('international', 'JJ')]	True
skiing	recreational	163	[('recreational', 'JJ')]	True
minnow	small	653	[('small', 'JJ')]	True
download	advanced	233	[('advanced', 'JJ')]	True
helsinki	international	277	[('international', 'JJ')]	True
nature conservancy	national	122	[('national', 'JJ')]	True
hammertoe	rigid	25	[('rigid', 'JJ')]	True
log	loose	68	[('loose', 'JJ')]	True
land	critical	172	[('critical', 'JJ')]	True
acrylic	traditional	682	[('traditional', 'JJ')]	True
detroit	large	852	[('large', 'JJ')]	True
heater	electrical	163	[('electrical', 'JJ')]	True
yeast saccharomyces cerevisiae	eukaryotic	17	[('eukaryotic', 'JJ')]	True
human	natural	709	[('natural', 'JJ')]	True
hypoxia	physiological	81	[('physiological', 'JJ')]	True
cockroach	common	802	[('common', 'JJ')]	True
fur	natural	709	[('natural', 'JJ')]	True
wall street journal	notable	42	[('notable', 'JJ')]	True
wealth	structural	156	[('structural', 'JJ')]	True
moisture	residual	12	[('residual', 'JJ')]	True
chrome	compatible	24	[('compatible', 'JJ')]	True
grinder	portable	91	[('portable', 'JJ')]	True
court order	valid	12	[('valid', 'JJ')]	True
monterey jack	natural	709	[('natural', 'JJ')]	True
garden	small	653	[('small', 'JJ')]	True
bank	personal	635	[('personal', 'JJ')]	True
silica	porous	73	[('porous', 'JJ')]	True
genital wart	viral	54	[('viral', 'JJ')]	True
partnership	organizational	46	[('organizational', 'JJ')]	True
nokia	original	52	[('original', 'JJ')]	True
object	basic	667	[('basic', 'JJ')]	True
pune	indian	58	[('indian', 'JJ')]	True
qantas	international	277	[('international', 'JJ')]	True
flash memory	volatile	92	[('volatile', 'JJ')]	True
website	secondary	180	[('secondary', 'JJ')]	True
student loan	personal	635	[('personal', 'JJ')]	True
e cadherin	epithelial	10	[('epithelial', 'JJ')]	True
tornado	unexpected	30	[('unexpected', 'JJ')]	True
bridge	civil	18	[('civil', 'JJ')]	True
footprint	physical	686	[('physical', 'JJ')]	True
tablet computer	modern	309	[('modern', 'JJ')]	True
gas	compressible	8	[('compressible', 'JJ')]	True
mathematics	traditional	682	[('traditional', 'JJ')]	True
parkinson s	neurodegenerative	22	[('neurodegenerative', 'JJ')]	True
rat	mammalian	28	[('mammalian', 'JJ')]	True
katrina	catastrophic	30	[('catastrophic', 'JJ')]	True
light bulb	great	178	[('great', 'JJ')]	True
back pain	physical	686	[('physical', 'JJ')]	True
groovy	dynamic	54	[('dynamic', 'JJ')]	True
gold	heavy	207	[('heavy', 'JJ')]	True
parity	potential	99	[('potential', 'JJ')]	True
personal hygiene	daily	99	[('daily', 'JJ')]	True
seashell	natural	709	[('natural', 'JJ')]	True
technology	secondary	180	[('secondary', 'JJ')]	True
divorce	civil	18	[('civil', 'JJ')]	True
canon	popular	467	[('popular', 'JJ')]	True
pulmonary	medical	456	[('medical', 'JJ')]	True
golden retrievers	large	852	[('large', 'JJ')]	True
convection	physical	686	[('physical', 'JJ')]	True
same sex marriage	social	388	[('social', 'JJ')]	True
stress	serious	276	[('serious', 'JJ')]	True
rage	unexpected	30	[('unexpected', 'JJ')]	True
rmvb	popular	467	[('popular', 'JJ')]	True
cheque	easy	5	[('easy', 'JJ')]	True
shiner	live	65	[('live', 'JJ')]	True
movie	artistic	19	[('artistic', 'JJ')]	True
canvas	heavy	207	[('heavy', 'JJ')]	True
hall	common	802	[('common', 'JJ')]	True
thalassemia	genetic	42	[('genetic', 'JJ')]	True
field trip	social	388	[('social', 'JJ')]	True
contact detail	detailed	63	[('detailed', 'JJ')]	True
water	small	653	[('small', 'JJ')]	True
genetic	scientific	55	[('scientific', 'JJ')]	True
bear	mammalian	28	[('mammalian', 'JJ')]	True
terrorism	transnational	7	[('transnational', 'JJ')]	True
band	large	852	[('large', 'JJ')]	True
copywriting	professional	165	[('professional', 'JJ')]	True
fax	modern	309	[('modern', 'JJ')]	True
land	renewable	60	[('renewable', 'JJ')]	True
polyglycolide	biodegradable	19	[('biodegradable', 'JJ')]	True
chess	popular	467	[('popular', 'JJ')]	True
histogram	global	202	[('global', 'JJ')]	True
playground	open	86	[('open', 'JJ')]	True
post	structural	156	[('structural', 'JJ')]	True
personal digital assistant	small	653	[('small', 'JJ')]	True
spleen	hematopoietic	13	[('hematopoietic', 'JJ')]	True
diet	natural	709	[('natural', 'JJ')]	True
fog	visual	96	[('visual', 'JJ')]	True
antioxidant	optional	126	[('optional', 'JJ')]	True
respiratory depression	severe	151	[('severe', 'JJ')]	True
liberty	great	178	[('great', 'JJ')]	True
cattle	live	65	[('live', 'JJ')]	True
factor analysis	sophisticated	22	[('sophisticated', 'JJ')]	True
flute	acoustic	18	[('acoustic', 'JJ')]	True
sensitivity analysis	numerical	27	[('numerical', 'JJ')]	True
dredging	industrial	201	[('industrial', 'JJ')]	True
insulator	regulatory	41	[('regulatory', 'JJ')]	True
firmware version	basic	667	[('basic', 'JJ')]	True
rash	cutaneous	10	[('cutaneous', 'JJ')]	True
soil structure	abiotic	71	[('abiotic', 'JJ')]	True
religion	socio cultural	11	[('socio', 'JJ'), ('cultural', 'JJ')]	True
dye	common	802	[('common', 'JJ')]	True
drama	literary	45	[('literary', 'JJ')]	True
lemon	delicious	17	[('delicious', 'JJ')]	True
estuary	critical	172	[('critical', 'JJ')]	True
supply chain	critical	172	[('critical', 'JJ')]	True
interference	critical	172	[('critical', 'JJ')]	True
almond	calcium-rich	8	[('calcium-rich', 'JJ')]	True
landscaping	pedestrian	12	[('pedestrian', 'JJ')]	True
world wildlife fund	environmental	592	[('environmental', 'JJ')]	True
rowan	native	76	[('native', 'JJ')]	True
birmingham	regional	56	[('regional', 'JJ')]	True
nausea	initial	18	[('initial', 'JJ')]	True
industrial	cyclical	13	[('cyclical', 'JJ')]	True
hyperlipidemia	traditional	682	[('traditional', 'JJ')]	True
nitrile	common	802	[('common', 'JJ')]	True
kurtosis	statistical	99	[('statistical', 'JJ')]	True
kant	great	178	[('great', 'JJ')]	True
computer	compatible	24	[('compatible', 'JJ')]	True
hallucination	behavioral	65	[('behavioral', 'JJ')]	True
switch	intermediary	5	[('intermediary', 'JJ')]	True
roulette	popular	467	[('popular', 'JJ')]	True
battery	conventional	429	[('conventional', 'JJ')]	True
educational qualification	detailed	63	[('detailed', 'JJ')]	True
seasonal variation	environmental	592	[('environmental', 'JJ')]	True
catalyst loading	operational	69	[('operational', 'JJ')]	True
suspension	customary	11	[('customary', 'JJ')]	True
guinea pig	exotic	119	[('exotic', 'JJ')]	True
mpg	popular	467	[('popular', 'JJ')]	True
belt	normal	79	[('normal', 'JJ')]	True
redness	temporary	54	[('temporary', 'JJ')]	True
spirit	alcoholic	13	[('alcoholic', 'JJ')]	True
education	domestic	82	[('domestic', 'JJ')]	True
wind turbine	small	653	[('small', 'JJ')]	True
housing	structural	156	[('structural', 'JJ')]	True
linux	successful	38	[('successful', 'JJ')]	True
sun microsystems	large	852	[('large', 'JJ')]	True
head injury	medical	456	[('medical', 'JJ')]	True
seminar	traditional	682	[('traditional', 'JJ')]	True
bingo	recreational	163	[('recreational', 'JJ')]	True
angiogenesis	physiological	81	[('physiological', 'JJ')]	True
peace	spiritual	27	[('spiritual', 'JJ')]	True
eu	large	852	[('large', 'JJ')]	True
monsanto	transnational	7	[('transnational', 'JJ')]	True
olive	healthy	115	[('healthy', 'JJ')]	True
water	weak	33	[('weak', 'JJ')]	True
ftc	federal	114	[('federal', 'JJ')]	True
button	integral	11	[('integral', 'JJ')]	True
micelle	pharmaceutical	45	[('pharmaceutical', 'JJ')]	True
heart rate	continuous	45	[('continuous', 'JJ')]	True
camping	great	178	[('great', 'JJ')]	True
procurement	administrative	93	[('administrative', 'JJ')]	True
decision making	basic	667	[('basic', 'JJ')]	True
measurement	mathematical	54	[('mathematical', 'JJ')]	True
gravity	basic	667	[('basic', 'JJ')]	True
educational level	social	388	[('social', 'JJ')]	True
walmart	retail	43	[('retail', 'JJ')]	True
water body	physical	686	[('physical', 'JJ')]	True
independence	personal	635	[('personal', 'JJ')]	True
minivan	large	852	[('large', 'JJ')]	True
lethargy	mild systemic	9	[('mild', 'JJ'), ('systemic', 'JJ')]	True
lack of time	practical	121	[('practical', 'JJ')]	True
white oak	southern	60	[('southern', 'JJ')]	True
paris	famous	126	[('famous', 'JJ')]	True
toxoplasmosis	opportunistic	19	[('opportunistic', 'JJ')]	True
biking	physical	686	[('physical', 'JJ')]	True
coffee	commercial	172	[('commercial', 'JJ')]	True
chocolate	high	125	[('high', 'JJ')]	True
smuggling	criminal	14	[('criminal', 'JJ')]	True
surface area	physical	686	[('physical', 'JJ')]	True
midazolam	conventional	429	[('conventional', 'JJ')]	True
music video	creative	64	[('creative', 'JJ')]	True
bach	classical	92	[('classical', 'JJ')]	True
preservative	inactive	16	[('inactive', 'JJ')]	True
spreadsheet	static	33	[('static', 'JJ')]	True
guitar	musical	86	[('musical', 'JJ')]	True
silk	luxurious	19	[('luxurious', 'JJ')]	True
sle	systemic	124	[('systemic', 'JJ')]	True
savannah	southern	60	[('southern', 'JJ')]	True
wool	organic	355	[('organic', 'JJ')]	True
education	local	332	[('local', 'JJ')]	True
glucosamine	natural	709	[('natural', 'JJ')]	True
usb drive	unauthorized	5	[('unauthorized', 'JJ')]	True
australia	advanced	233	[('advanced', 'JJ')]	True
hydrophilicity	critical	172	[('critical', 'JJ')]	True
sensitivity analysis	deterministic	5	[('deterministic', 'JJ')]	True
seoul	large	852	[('large', 'JJ')]	True
proliferation	fundamental	87	[('fundamental', 'JJ')]	True
peanut butter	common	802	[('common', 'JJ')]	True
androgen	systemic	124	[('systemic', 'JJ')]	True
pine	exotic	119	[('exotic', 'JJ')]	True
limestone	industrial	201	[('industrial', 'JJ')]	True
pore volume	textural	12	[('textural', 'JJ')]	True
sleeping	daily	99	[('daily', 'JJ')]	True
toaster	electrical	163	[('electrical', 'JJ')]	True
crutch	medical	456	[('medical', 'JJ')]	True
mayfly	sensitive	195	[('sensitive', 'JJ')]	True
base	ionizable	6	[('ionizable', 'JJ')]	True
elvis presley	famous	126	[('famous', 'JJ')]	True
formic acid	organic	355	[('organic', 'JJ')]	True
check	traditional financial	6	[('traditional', 'JJ'), ('financial', 'JJ')]	True
raccoon	large	852	[('large', 'JJ')]	True
proliferation	physiological	81	[('physiological', 'JJ')]	True
drinking alcohol	risky	20	[('risky', 'JJ')]	True
hawk	carnivorous	15	[('carnivorous', 'JJ')]	True
hard drive	peripheral	67	[('peripheral', 'JJ')]	True
aloe	natural	709	[('natural', 'JJ')]	True
quagga mussel	exotic	119	[('exotic', 'JJ')]	True
pseudomonas aeruginosa	opportunistic	19	[('opportunistic', 'JJ')]	True
glass	abrasive	26	[('abrasive', 'JJ')]	True
banana	healthy	115	[('healthy', 'JJ')]	True
lack of transportation	structural	156	[('structural', 'JJ')]	True
hair	organic	355	[('organic', 'JJ')]	True
medical	electronic	281	[('electronic', 'JJ')]	True
credit union	financial	212	[('financial', 'JJ')]	True
import duty	extraneous	19	[('extraneous', 'JJ')]	True
protective glove	personal	635	[('personal', 'JJ')]	True
rhyme	poetic	13	[('poetic', 'JJ')]	True
propylene glycol	parenteral	6	[('parenteral', 'JJ')]	True
soccer	recreational	163	[('recreational', 'JJ')]	True
power steering	basic	667	[('basic', 'JJ')]	True
ilmenite	heavy	207	[('heavy', 'JJ')]	True
mmr	live	65	[('live', 'JJ')]	True
education	demographic	126	[('demographic', 'JJ')]	True
food stamp	social	388	[('social', 'JJ')]	True
mp3 player	popular	467	[('popular', 'JJ')]	True
titanium	modern	309	[('modern', 'JJ')]	True
common cold	viral	54	[('viral', 'JJ')]	True
holiday	busy	6	[('busy', 'JJ')]	True
wool	renewable	60	[('renewable', 'JJ')]	True
lamp	normal	79	[('normal', 'JJ')]	True
home	large	852	[('large', 'JJ')]	True
cytokinin	natural	709	[('natural', 'JJ')]	True
kevlar	advanced	233	[('advanced', 'JJ')]	True
xps	analytical	77	[('analytical', 'JJ')]	True
park	large	852	[('large', 'JJ')]	True
silver	native	76	[('native', 'JJ')]	True
credit union	traditional	682	[('traditional', 'JJ')]	True
training	ancillary	99	[('ancillary', 'JJ')]	True
gastrointestinal bleeding	serious	276	[('serious', 'JJ')]	True
barbiturate	intravenous	14	[('intravenous', 'JJ')]	True
molding	industrial	201	[('industrial', 'JJ')]	True
heat treating	secondary	180	[('secondary', 'JJ')]	True
water	clear	23	[('clear', 'JJ')]	True
investment bank	intermediary	5	[('intermediary', 'JJ')]	True
electronic stability control	active	130	[('active', 'JJ')]	True
poker	large	852	[('large', 'JJ')]	True
copepod	small	653	[('small', 'JJ')]	True
tungsten carbide	contemporary	73	[('contemporary', 'JJ')]	True
intel	great	178	[('great', 'JJ')]	True
transaction cost	financial	212	[('financial', 'JJ')]	True
document	unstructured	16	[('unstructured', 'JJ')]	True
nerve	excitable	10	[('excitable', 'JJ')]	True
balcony	structural	156	[('structural', 'JJ')]	True
kayaking	popular	467	[('popular', 'JJ')]	True
chat	synchronous	6	[('synchronous', 'JJ')]	True
utility	actual	19	[('actual', 'JJ')]	True
myrrh	essential	297	[('essential', 'JJ')]	True
viscosity	intensive	11	[('intensive', 'JJ')]	True
onyx	black	7	[('black', 'JJ')]	True
terrorist attack	unexpected	30	[('unexpected', 'JJ')]	True
cattle	agricultural	114	[('agricultural', 'JJ')]	True
parking lot	impermeable	11	[('impermeable', 'JJ')]	True
times	national new	7	[('national', 'JJ'), ('new', 'JJ')]	True
goggle	suitable	205	[('suitable', 'JJ')]	True
assertiveness	social	388	[('social', 'JJ')]	True
egret	domestic	82	[('domestic', 'JJ')]	True
adida	global	202	[('global', 'JJ')]	True
beer	popular	467	[('popular', 'JJ')]	True
flyer	promotional	68	[('promotional', 'JJ')]	True
history	local	332	[('local', 'JJ')]	True
invertebrate	aquatic	90	[('aquatic', 'JJ')]	True
van gogh	great	178	[('great', 'JJ')]	True
nicotine	legal	102	[('legal', 'JJ')]	True
blender	small electrical	8	[('small', 'JJ'), ('electrical', 'JJ')]	True
sculpture	real	43	[('real', 'JJ')]	True
application	critical	172	[('critical', 'JJ')]	True
science	scientific	55	[('scientific', 'JJ')]	True
sweden	small	653	[('small', 'JJ')]	True
steve jobs	successful	38	[('successful', 'JJ')]	True
saving	financial	212	[('financial', 'JJ')]	True
aeration	biological	197	[('biological', 'JJ')]	True
drainage	surgical	58	[('surgical', 'JJ')]	True
intestine	epithelial	10	[('epithelial', 'JJ')]	True
cationic	conventional	429	[('conventional', 'JJ')]	True
transportation	practical	121	[('practical', 'JJ')]	True
glue	auxiliary	74	[('auxiliary', 'JJ')]	True
rectangle	regular	82	[('regular', 'JJ')]	True
united states	political	40	[('political', 'JJ')]	True
bar	common	802	[('common', 'JJ')]	True
myocardial ischemia	common	802	[('common', 'JJ')]	True
kevlar	composite	23	[('composite', 'JJ')]	True
mp4	common	802	[('common', 'JJ')]	True
star	large	852	[('large', 'JJ')]	True
alarm clock	small	653	[('small', 'JJ')]	True
proline	free	99	[('free', 'JJ')]	True
self awareness	personal	635	[('personal', 'JJ')]	True
smart phone	electronic	281	[('electronic', 'JJ')]	True
cash	corporate	79	[('corporate', 'JJ')]	True
cast iron	compatible	24	[('compatible', 'JJ')]	True
e mail	basic	667	[('basic', 'JJ')]	True
cleaning	basic	667	[('basic', 'JJ')]	True
credit card	sensitive	195	[('sensitive', 'JJ')]	True
poplar	deciduous	23	[('deciduous', 'JJ')]	True
echocardiogram	diagnostic	65	[('diagnostic', 'JJ')]	True
pigment	conventional	429	[('conventional', 'JJ')]	True
whole wheat bread	healthy	115	[('healthy', 'JJ')]	True
ubs	global	202	[('global', 'JJ')]	True
benzoic acid	aromatic	59	[('aromatic', 'JJ')]	True
forklift	large	852	[('large', 'JJ')]	True
pickle	local	332	[('local', 'JJ')]	True
personal digital assistants	electronic	281	[('electronic', 'JJ')]	True
yogurt	probiotic	16	[('probiotic', 'JJ')]	True
arm	large	852	[('large', 'JJ')]	True
colon	epithelial	10	[('epithelial', 'JJ')]	True
gas	large	852	[('large', 'JJ')]	True
chloroform	aprotic	19	[('aprotic', 'JJ')]	True
housing	federal	114	[('federal', 'JJ')]	True
turpentine	flammable	80	[('flammable', 'JJ')]	True
whole grain	natural	709	[('natural', 'JJ')]	True
family size	independent	50	[('independent', 'JJ')]	True
stabilizer	auxiliary	74	[('auxiliary', 'JJ')]	True
lung cancer	serious	276	[('serious', 'JJ')]	True
winston	global	202	[('global', 'JJ')]	True
ideality factor	electronic	281	[('electronic', 'JJ')]	True
age	situational	9	[('situational', 'JJ')]	True
dark chocolate	natural	709	[('natural', 'JJ')]	True
vinyl siding	synthetic	126	[('synthetic', 'JJ')]	True
newspaper	serial	15	[('serial', 'JJ')]	True
polyester resin	thermoplastic	33	[('thermoplastic', 'JJ')]	True
risk factor	clinical	183	[('clinical', 'JJ')]	True
family photo	personal	635	[('personal', 'JJ')]	True
low density polyethylene	biomedical	16	[('biomedical', 'JJ')]	True
presentation skill	transferable	34	[('transferable', 'JJ')]	True
cement	basic	667	[('basic', 'JJ')]	True
film	cultural	99	[('cultural', 'JJ')]	True
pudding	soft	247	[('soft', 'JJ')]	True
magnetic resonance imaging	modern	309	[('modern', 'JJ')]	True
smartphone	external	443	[('external', 'JJ')]	True
denmark	western	106	[('western', 'JJ')]	True
citrate	common	802	[('common', 'JJ')]	True
tool	removable	34	[('removable', 'JJ')]	True
hay	natural	709	[('natural', 'JJ')]	True
alkane	volatile	92	[('volatile', 'JJ')]	True
terracotta	natural	709	[('natural', 'JJ')]	True
sustainability	complex	256	[('complex', 'JJ')]	True
embroidery	popular	467	[('popular', 'JJ')]	True
jojoba	botanical	5	[('botanical', 'JJ')]	True
fibronectin	endogenous	38	[('endogenous', 'JJ')]	True
ridge	topographical	11	[('topographical', 'JJ')]	True
cable tv	optional	126	[('optional', 'JJ')]	True
age	australian	18	[('australian', 'JJ')]	True
magnetic disk	optional	126	[('optional', 'JJ')]	True
laser ablation	physical	686	[('physical', 'JJ')]	True
sotheby s	large	852	[('large', 'JJ')]	True
sensation seeking	emotional	38	[('emotional', 'JJ')]	True
design	creative	64	[('creative', 'JJ')]	True
marble	metamorphic	7	[('metamorphic', 'JJ')]	True
ricotta	soft	247	[('soft', 'JJ')]	True
bleomycin	chemotherapeutic	33	[('chemotherapeutic', 'JJ')]	True
phenytoin	traditional	682	[('traditional', 'JJ')]	True
council of europe	european	108	[('european', 'JJ')]	True
voltage	physical	686	[('physical', 'JJ')]	True
ionizing radiation	environmental	592	[('environmental', 'JJ')]	True
bisphosphonate	medical	456	[('medical', 'JJ')]	True
generosity	good	61	[('good', 'JJ')]	True
adhesion	cellular	81	[('cellular', 'JJ')]	True
university	national	122	[('national', 'JJ')]	True
responsibility	ethical	26	[('ethical', 'JJ')]	True
carnauba wax	natural	709	[('natural', 'JJ')]	True
agriculture	cultural	99	[('cultural', 'JJ')]	True
column	heavy	207	[('heavy', 'JJ')]	True
purity	physicochemical	72	[('physicochemical', 'JJ')]	True
acupuncture	nonpharmacological	8	[('nonpharmacological', 'JJ')]	True
messaging	basic	667	[('basic', 'JJ')]	True
cake	rich	58	[('rich', 'JJ')]	True
solution	common	802	[('common', 'JJ')]	True
smartphone	practical	121	[('practical', 'JJ')]	True
wigmore hall	prestigious	27	[('prestigious', 'JJ')]	True
acceleration	operational	69	[('operational', 'JJ')]	True
farmer	occupational	20	[('occupational', 'JJ')]	True
modeling	behavioral	65	[('behavioral', 'JJ')]	True
clothe	essential	297	[('essential', 'JJ')]	True
winch	mechanical	187	[('mechanical', 'JJ')]	True
hyperactivity	psychological	106	[('psychological', 'JJ')]	True
poster	free	99	[('free', 'JJ')]	True
nasal congestion	upper	21	[('upper', 'JJ')]	True
bed	medical	456	[('medical', 'JJ')]	True
housekeeping	basic	667	[('basic', 'JJ')]	True
universal studios	famous	126	[('famous', 'JJ')]	True
opening hour	detailed	63	[('detailed', 'JJ')]	True
television	audiovisual	13	[('audiovisual', 'JJ')]	True
methane	aliphatic	53	[('aliphatic', 'JJ')]	True
clinic	medical	456	[('medical', 'JJ')]	True
network interface	conventional	429	[('conventional', 'JJ')]	True
water	suitable	205	[('suitable', 'JJ')]	True
cylinder	basic	667	[('basic', 'JJ')]	True
yogurt	heavy	207	[('heavy', 'JJ')]	True
low income	economic	142	[('economic', 'JJ')]	True
growth factor	endogenous	38	[('endogenous', 'JJ')]	True
vitamin c	topical	63	[('topical', 'JJ')]	True
pacemaker	essential	297	[('essential', 'JJ')]	True
oil	flammable	80	[('flammable', 'JJ')]	True
advancing age	demographic	126	[('demographic', 'JJ')]	True
cane	natural	709	[('natural', 'JJ')]	True
carpet	flammable	80	[('flammable', 'JJ')]	True
islam	modern	309	[('modern', 'JJ')]	True
pda s	portable electronic	43	[('portable', 'JJ'), ('electronic', 'JJ')]	True
solar cell	optoelectronic	10	[('optoelectronic', 'JJ')]	True
eczema	common	802	[('common', 'JJ')]	True
congress	political	40	[('political', 'JJ')]	True
responsibility	positive	70	[('positive', 'JJ')]	True
laboratory	physical	686	[('physical', 'JJ')]	True
driving	normal	79	[('normal', 'JJ')]	True
water	local	332	[('local', 'JJ')]	True
french	indo european	5	[('indo', 'JJ'), ('european', 'JJ')]	True
opening	detailed	63	[('detailed', 'JJ')]	True
animal manure	organic	355	[('organic', 'JJ')]	True
drink	small	653	[('small', 'JJ')]	True
environment	critical	172	[('critical', 'JJ')]	True
polypropylene	organic	355	[('organic', 'JJ')]	True
child care	personal	635	[('personal', 'JJ')]	True
eurasian watermilfoil	invasive	67	[('invasive', 'JJ')]	True
tradition	informal	18	[('informal', 'JJ')]	True
music player	portable electronic	43	[('portable', 'JJ'), ('electronic', 'JJ')]	True
nettle	natural	709	[('natural', 'JJ')]	True
abrasion resistance	desirable	29	[('desirable', 'JJ')]	True
foreclosure	undesirable	45	[('undesirable', 'JJ')]	True
lifting weight	physical	686	[('physical', 'JJ')]	True
valley	geographical	32	[('geographical', 'JJ')]	True
lupus	active	130	[('active', 'JJ')]	True
poetry	artistic	19	[('artistic', 'JJ')]	True
methylcellulose	auxiliary	74	[('auxiliary', 'JJ')]	True
teamwork	valuable	127	[('valuable', 'JJ')]	True
switchgear	electrical	163	[('electrical', 'JJ')]	True
james brown	popular	467	[('popular', 'JJ')]	True
velvet	natural	709	[('natural', 'JJ')]	True
texture	variable	52	[('variable', 'JJ')]	True
cd rom	inexpensive	9	[('inexpensive', 'JJ')]	True
insomnia	negative	109	[('negative', 'JJ')]	True
master s	advanced	233	[('advanced', 'JJ')]	True
hearing	emotional	38	[('emotional', 'JJ')]	True
sweet	traditional	682	[('traditional', 'JJ')]	True
cereal	whole	14	[('whole', 'JJ')]	True
corticosteroid	conventional	429	[('conventional', 'JJ')]	True
honesty	stable	15	[('stable', 'JJ')]	True
skeletal muscle	peripheral	67	[('peripheral', 'JJ')]	True
cost	practical	121	[('practical', 'JJ')]	True
telephone	conventional	429	[('conventional', 'JJ')]	True
personal digital assistants	portable	91	[('portable', 'JJ')]	True
agitation time	operational	69	[('operational', 'JJ')]	True
estate	federal	114	[('federal', 'JJ')]	True
crystallinity	structural	156	[('structural', 'JJ')]	True
blackbeard	legendary	13	[('legendary', 'JJ')]	True
liquid crystal display	visual	96	[('visual', 'JJ')]	True
glass	exotic	119	[('exotic', 'JJ')]	True
wyoming	rural	16	[('rural', 'JJ')]	True
smoking	behavioural	16	[('behavioural', 'JJ')]	True
cataract	diabetic	10	[('diabetic', 'JJ')]	True
track	extra	18	[('extra', 'JJ')]	True
joint replacement	surgical	58	[('surgical', 'JJ')]	True
cloth	dynamic	54	[('dynamic', 'JJ')]	True
land use	environmental	592	[('environmental', 'JJ')]	True
social insurance number	sensitive	195	[('sensitive', 'JJ')]	True
oil	potential	99	[('potential', 'JJ')]	True
nurses health study	epidemiological	5	[('epidemiological', 'JJ')]	True
digging	unwanted	45	[('unwanted', 'JJ')]	True
glutathione	strong	145	[('strong', 'JJ')]	True
ring	valuable	127	[('valuable', 'JJ')]	True
multimedia	modern	309	[('modern', 'JJ')]	True
hyaluronic acid	active	130	[('active', 'JJ')]	True
cystic fibrosis	genetic	42	[('genetic', 'JJ')]	True
in situ hybridization	diagnostic	65	[('diagnostic', 'JJ')]	True
jet skiing	optional	126	[('optional', 'JJ')]	True
hurricane	natural	709	[('natural', 'JJ')]	True
stress	exogenous	40	[('exogenous', 'JJ')]	True
natural selection	evolutionary	11	[('evolutionary', 'JJ')]	True
pune	large	852	[('large', 'JJ')]	True
normal	common	802	[('common', 'JJ')]	True
mp3 player	electronic	281	[('electronic', 'JJ')]	True
splint	adaptive	10	[('adaptive', 'JJ')]	True
storm	extreme climatic	6	[('extreme', 'JJ'), ('climatic', 'JJ')]	True
albumin	visceral	10	[('visceral', 'JJ')]	True
death certificate	legal	102	[('legal', 'JJ')]	True
quartz	conventional	429	[('conventional', 'JJ')]	True
termite	common	802	[('common', 'JJ')]	True
height	biological	197	[('biological', 'JJ')]	True
vaccine	biological	197	[('biological', 'JJ')]	True
lithium battery	conventional	429	[('conventional', 'JJ')]	True
web browsing	traditional	682	[('traditional', 'JJ')]	True
towel	heavy	207	[('heavy', 'JJ')]	True
peat	biological	197	[('biological', 'JJ')]	True
billboard	conventional	429	[('conventional', 'JJ')]	True
hand tool	durable	64	[('durable', 'JJ')]	True
freedom	fundamental	87	[('fundamental', 'JJ')]	True
azathioprine	immunosuppressive	22	[('immunosuppressive', 'JJ')]	True
high efficiency	attractive	19	[('attractive', 'JJ')]	True
book	academic	69	[('academic', 'JJ')]	True
chlorella	green	60	[('green', 'JJ')]	True
switzerland	rich	58	[('rich', 'JJ')]	True
high strength	mechanical	187	[('mechanical', 'JJ')]	True
sony	big	266	[('big', 'JJ')]	True
back injury	serious	276	[('serious', 'JJ')]	True
handheld computer	portable electronic	43	[('portable', 'JJ'), ('electronic', 'JJ')]	True
empathy	emotional	38	[('emotional', 'JJ')]	True
office supply	administrative	93	[('administrative', 'JJ')]	True
resveratrol	dietary	96	[('dietary', 'JJ')]	True
lack of time	personal	635	[('personal', 'JJ')]	True
calligraphy	traditional	682	[('traditional', 'JJ')]	True
healing	charismatic	5	[('charismatic', 'JJ')]	True
sorghum	agricultural	114	[('agricultural', 'JJ')]	True
customer	third	74	[('third', 'JJ')]	True
filling	basic	667	[('basic', 'JJ')]	True
accountant	professional	165	[('professional', 'JJ')]	True
bread	commercial	172	[('commercial', 'JJ')]	True
cookie	private	142	[('private', 'JJ')]	True
outdoor pool	recreational	163	[('recreational', 'JJ')]	True
banana	seasonal fresh	5	[('seasonal', 'JJ'), ('fresh', 'JJ')]	True
coating	industrial	201	[('industrial', 'JJ')]	True
volkswagen	european	108	[('european', 'JJ')]	True
site	clinical	183	[('clinical', 'JJ')]	True
paypal	financial	212	[('financial', 'JJ')]	True
rewind	basic	667	[('basic', 'JJ')]	True
standard deviation	statistical	99	[('statistical', 'JJ')]	True
garlic	fresh	148	[('fresh', 'JJ')]	True
propofol	intravenous	14	[('intravenous', 'JJ')]	True
